Address,Price,Beds,Baths,Sizes
"NW Gooderham Ln Unit L104, Portland, OR 97229","$1,159,805 ",6,4,"3,581sqft"
"NW Ridgeline St Unit L80, Portland, OR 97229","$1,097,820 ",5,4,"3,443sqft"
"2180 NW 111th Ave, Portland, OR 97229","$1,750,000 ",5,5,"4,220sqft"
"905 N Harbour Dr Unit 26, Portland, OR 97217","$468,000 ",3,4,"2,698sqft"
"8712 N Decatur St Unit 301, Portland, OR 97203","$311,000 ",2,1,934sqft
"5230 SE Center St, Portland, OR 97206","$649,900 ",4,3,"2,287sqft"
"1234 SE 117th Ave, Portland, OR 97216","$275,000 ",2,1,969sqft
"14941 NW Shackelford Rd Unit 71, Portland, OR 97229","$369,990 ",3,4,"1,625sqft"
"SE 176th Ave SE, Portland, OR 97236","$500,200 ",3,2,"1,940sqft"
"5904 NE Sandy Blvd, Portland, OR 97213","$655,000 ",2,1,"2,264sqft"
"SE 176th Ave, Portland, OR 97233","$635,900 ",3,3,"2,600sqft"
"7200 SE 158th Ave, Portland, OR 97236","$499,000 ",5,4,"4,542sqft"
