,Neighborhood,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY
33813,Lents,Motor Vehicle Theft,45.47940365,-122.5782276,7669105.0,667733.0
33814,Montavilla,Motor Vehicle Theft,45.5161227,-122.5784514,7669392.0,681118.0
33815,South Burlingame,Burglary,45.46511599,-122.6844118,7641738.0,663244.0
33816,South Burlingame,Theft From Motor Vehicle,45.46511599,-122.6844118,7641738.0,663244.0
33817,South Burlingame,Theft of Motor Vehicle Parts or Accessories,45.46521715,-122.6930641,7639520.0,663341.0
33818,Multnomah,All Other Larceny,45.46572935,-122.6977006,7638336.0,663560.0
33819,Multnomah,Vandalism,45.46572935,-122.6977006,7638336.0,663560.0
33820,Multnomah,Vandalism,45.46572935,-122.6977006,7638336.0,663560.0
33821,Multnomah,Burglary,45.46572935,-122.6977006,7638336.0,663560.0
33822,South Burlingame,Vandalism,45.46511422,-122.6834955,7641973.0,663237.0
33823,St Johns,Motor Vehicle Theft,45.59986917,-122.7470696,7627035.0,712798.0
33824,St Johns,Vandalism,45.60160376,-122.745915,7627348.0,713422.0
33825,St Johns,Vandalism,45.60224901,-122.7464526,7627217.0,713661.0
33826,Kenton,Vandalism,45.58343122,-122.6922156,7640907.0,706421.0
33827,Kenton,Theft of Motor Vehicle Parts or Accessories,45.58343122,-122.6922156,7640907.0,706421.0
33828,Kenton,Robbery,45.58346249,-122.6868248,7642287.0,706395.0
33829,Kenton,Robbery,45.58346249,-122.6868248,7642287.0,706395.0
33830,Kenton,Vandalism,45.58346286,-122.6869498,7642255.0,706396.0
33831,Portsmouth,Simple Assault,45.58343287,-122.7146164,7635174.0,706578.0
33832,Portsmouth,Vandalism,45.58343287,-122.7146164,7635174.0,706578.0
33833,Portsmouth,Theft of Motor Vehicle Parts or Accessories,45.58342705,-122.7144911,7635206.0,706575.0
33834,St Johns,Motor Vehicle Theft,45.60040081,-122.746821,7627104.0,712990.0
33835,Kenton,Burglary,45.58331739,-122.6842091,7642955.0,706324.0
33836,Kenton,Theft From Motor Vehicle,45.58331739,-122.6842091,7642955.0,706324.0
33837,Kenton,Simple Assault,45.58366318,-122.6859377,7642516.0,706462.0
33838,Kenton,Theft of Motor Vehicle Parts or Accessories,45.5834,-122.6852047,7642701.0,706361.0
33839,Kenton,Theft of Motor Vehicle Parts or Accessories,45.58331739,-122.6842091,7642955.0,706324.0
33840,Kenton,Theft From Building,45.58331739,-122.6842091,7642955.0,706324.0
33841,Kenton,Theft From Motor Vehicle,45.5834,-122.6852047,7642701.0,706361.0
33842,Cathedral Park,Motor Vehicle Theft,45.58875845,-122.7529013,7625430.0,708790.0
33843,St Johns,All Other Larceny,45.5888391,-122.7528459,7625445.0,708819.0
33844,Cathedral Park,Theft From Motor Vehicle,45.58875845,-122.7529013,7625430.0,708790.0
33845,Cathedral Park,Aggravated Assault,45.58875845,-122.7529013,7625430.0,708790.0
33846,Cathedral Park,Motor Vehicle Theft,45.58875845,-122.7529013,7625430.0,708790.0
33847,Cathedral Park,Intimidation,45.58875845,-122.7529013,7625430.0,708790.0
33848,Cathedral Park,Vandalism,45.58875845,-122.7529013,7625430.0,708790.0
33849,Cathedral Park,Simple Assault,45.58875845,-122.7529013,7625430.0,708790.0
33850,Cathedral Park,Robbery,45.58875845,-122.7529013,7625430.0,708790.0
33851,Cathedral Park,Burglary,45.58875845,-122.7529013,7625430.0,708790.0
33852,Cathedral Park,Intimidation,45.58875845,-122.7529013,7625430.0,708790.0
33853,Cathedral Park,Intimidation,45.58875845,-122.7529013,7625430.0,708790.0
33854,Cathedral Park,Counterfeiting/Forgery,45.58875845,-122.7529013,7625430.0,708790.0
33855,St Johns,Vandalism,45.58940602,-122.7524776,7625545.0,709023.0
33856,St Johns,All Other Larceny,45.58940602,-122.7524776,7625545.0,709023.0
33857,St Johns,Simple Assault,45.59789523,-122.7476949,7626855.0,712083.0
33858,Kenton,Motor Vehicle Theft,45.58354268,-122.6971588,7639643.0,706496.0
33859,Cathedral Park,Theft of Motor Vehicle Parts or Accessories,45.58746626,-122.753737,7625203.0,708325.0
33860,Kenton,Theft of Motor Vehicle Parts or Accessories,45.58366893,-122.7027512,7638213.0,706581.0
33861,Kenton,All Other Larceny,45.58366893,-122.7027512,7638213.0,706581.0
33862,Portsmouth,Motor Vehicle Theft,45.5834455,-122.7113933,7635999.0,706560.0
33863,Cathedral Park,All Other Larceny,45.58681586,-122.7541645,7625087.0,708091.0
33864,Portsmouth,Motor Vehicle Theft,45.58382952,-122.7135378,7635454.0,706715.0
33865,Portsmouth,All Other Larceny,45.58382644,-122.7134127,7635486.0,706713.0
33866,Sumner,Intimidation,45.55918518,-122.5769669,7670176.0,696804.0
33867,,Motor Vehicle Theft,45.57518414,-122.5752204,7670773.0,702624.0
33868,,Credit Card/ATM Fraud,45.57518414,-122.5752204,7670773.0,702624.0
33869,,Theft of Motor Vehicle Parts or Accessories,45.57518414,-122.5752204,7670773.0,702624.0
33870,,Theft of Motor Vehicle Parts or Accessories,45.57518414,-122.5752204,7670773.0,702624.0
33871,,False Pretenses/Swindle/Confidence Game,45.57523806,-122.5751208,7670799.0,702643.0
33872,,Theft of Motor Vehicle Parts or Accessories,45.57518414,-122.5752204,7670773.0,702624.0
33873,,Vandalism,45.57518414,-122.5752204,7670773.0,702624.0
33874,,Theft of Motor Vehicle Parts or Accessories,45.57518414,-122.5752204,7670773.0,702624.0
33875,,Theft of Motor Vehicle Parts or Accessories,45.57518414,-122.5752204,7670773.0,702624.0
33876,Madison South,Motor Vehicle Theft,45.54011692,-122.5769953,7669990.0,689854.0
33877,Madison South,Motor Vehicle Theft,45.53494118,-122.5770714,7669922.0,687968.0
33878,Madison South,Motor Vehicle Theft,45.53494118,-122.5770714,7669922.0,687968.0
33879,Madison South,Burglary,45.53494118,-122.5770714,7669922.0,687968.0
33880,Madison South,Vandalism,45.53494118,-122.5770714,7669922.0,687968.0
33881,Madison South,Simple Assault,45.53502898,-122.5770707,7669923.0,688000.0
33882,Madison South,Motor Vehicle Theft,45.53494118,-122.5770714,7669922.0,687968.0
33883,Madison South,Identity Theft,45.53494118,-122.5770714,7669922.0,687968.0
33884,Madison South,Vandalism,45.53494118,-122.5770714,7669922.0,687968.0
33885,Madison South,Aggravated Assault,45.54817727,-122.5768569,7670101.0,692791.0
33886,Madison South,Vandalism,45.54817727,-122.5768569,7670101.0,692791.0
33887,Montavilla,Motor Vehicle Theft,45.52636793,-122.5775033,7669731.0,684846.0
33888,Montavilla,Vandalism,45.52636793,-122.5775033,7669731.0,684846.0
33889,Madison South,Motor Vehicle Theft,45.53362071,-122.5769645,7669937.0,687486.0
33890,Sunderland,Vandalism,45.58508729,-122.6631421,7648364.0,706824.0
33891,Sunderland,Motor Vehicle Theft,45.58508729,-122.6631421,7648364.0,706824.0
33892,Piedmont,Theft From Motor Vehicle,45.58448487,-122.6630801,7648374.0,706604.0
33893,Madison South,Motor Vehicle Theft,45.54890219,-122.5774301,7669961.0,693059.0
33894,Madison South,Motor Vehicle Theft,45.54881439,-122.5774308,7669960.0,693027.0
33895,Montavilla,Simple Assault,45.5316583,-122.5771582,7669869.0,686772.0
33896,Montavilla,Motor Vehicle Theft,45.52942517,-122.5769984,7669889.0,685957.0
33897,Madison South,Identity Theft,45.53934297,-122.57701,7669979.0,689572.0
33898,Madison South,Motor Vehicle Theft,45.55291471,-122.5773505,7670019.0,694521.0
33899,Sumner,Theft of Motor Vehicle Parts or Accessories,45.55299042,-122.5774118,7670004.0,694549.0
33900,Madison South,Theft of Motor Vehicle Parts or Accessories,45.55291471,-122.5773505,7670019.0,694521.0
33901,Madison South,Motor Vehicle Theft,45.55291471,-122.5773505,7670019.0,694521.0
33902,Madison South,Motor Vehicle Theft,45.55291471,-122.5773505,7670019.0,694521.0
33903,Madison South,Burglary,45.55291471,-122.5773505,7670019.0,694521.0
33904,Madison South,Vandalism,45.55291471,-122.5773505,7670019.0,694521.0
33905,Sumner,Credit Card/ATM Fraud,45.55299042,-122.5774118,7670004.0,694549.0
33906,Sumner,Vandalism,45.55299042,-122.5774118,7670004.0,694549.0
33907,Madison South,Motor Vehicle Theft,45.55291471,-122.5773505,7670019.0,694521.0
33908,Madison South,Motor Vehicle Theft,45.55291471,-122.5773505,7670019.0,694521.0
33909,Madison South,Motor Vehicle Theft,45.55291471,-122.5773505,7670019.0,694521.0
33910,Sumner,Theft of Motor Vehicle Parts or Accessories,45.5532086,-122.576877,7670143.0,694625.0
33911,Madison South,Motor Vehicle Theft,45.55291471,-122.5773505,7670019.0,694521.0
33912,Madison South,Theft of Motor Vehicle Parts or Accessories,45.55291471,-122.5773505,7670019.0,694521.0
33913,Madison South,Vandalism,45.55291471,-122.5773505,7670019.0,694521.0
33914,Madison South,Motor Vehicle Theft,45.55291471,-122.5773505,7670019.0,694521.0
33915,Madison South,Motor Vehicle Theft,45.55291471,-122.5773505,7670019.0,694521.0
33916,Sumner,Vandalism,45.5532086,-122.576877,7670143.0,694625.0
33917,Madison South,Vandalism,45.55291471,-122.5773505,7670019.0,694521.0
33918,Madison South,Theft of Motor Vehicle Parts or Accessories,45.55291471,-122.5773505,7670019.0,694521.0
33919,Madison South,Theft of Motor Vehicle Parts or Accessories,45.55291471,-122.5773505,7670019.0,694521.0
33920,Madison South,False Pretenses/Swindle/Confidence Game,45.55291471,-122.5773505,7670019.0,694521.0
33921,Madison South,Counterfeiting/Forgery,45.55291471,-122.5773505,7670019.0,694521.0
33922,Madison South,Vandalism,45.55291471,-122.5773505,7670019.0,694521.0
33923,Madison South,Vandalism,45.55291471,-122.5773505,7670019.0,694521.0
33924,Madison South,Vandalism,45.55291471,-122.5773505,7670019.0,694521.0
33925,Madison South,Motor Vehicle Theft,45.5372354,-122.5770382,7669952.0,688804.0
33926,Madison South,Motor Vehicle Theft,45.53714759,-122.5770389,7669951.0,688772.0
33927,Northwest Heights,All Other Larceny,45.53955787,-122.7629778,7622349.0,690930.0
33928,Linnton,Motor Vehicle Theft,45.58210389,-122.7755377,7619569.0,706527.0
33929,Sellwood-Moreland,Credit Card/ATM Fraud,45.46253779,-122.6509493,7650295.0,662074.0
33930,Sellwood-Moreland,Theft From Motor Vehicle,45.46253779,-122.6509493,7650295.0,662074.0
33931,Sellwood-Moreland,Vandalism,45.46253779,-122.6509493,7650295.0,662074.0
33932,Sellwood-Moreland,All Other Larceny,45.46253779,-122.6509493,7650295.0,662074.0
33933,Sellwood-Moreland,Vandalism,45.46253535,-122.6469762,7651314.0,662046.0
33934,Sellwood-Moreland,Vandalism,45.46253271,-122.6430069,7652332.0,662018.0
33935,Brentwood-Darlington,Aggravated Assault,45.46318594,-122.6099684,7660812.0,662033.0
33936,Brentwood-Darlington,Motor Vehicle Theft,45.46318594,-122.6099684,7660812.0,662033.0
33937,Brentwood-Darlington,Theft From Motor Vehicle,45.46344364,-122.5965032,7664268.0,662037.0
33938,Brentwood-Darlington,All Other Larceny,45.46348953,-122.5935378,7665029.0,662034.0
33939,Brentwood-Darlington,Theft From Motor Vehicle,45.46395759,-122.5834957,7667609.0,662138.0
33940,Pleasant Valley,Extortion/Blackmail,45.46284345,-122.5182467,7684334.0,661307.0
33941,Lents,All Other Larceny,45.46312611,-122.5593311,7673799.0,661676.0
33942,Powellhurst-Gilbert,Robbery,45.50054911,-122.576836,7669660.0,675431.0
33943,Powellhurst-Gilbert,Vandalism,45.50054911,-122.576836,7669660.0,675431.0
33944,Lents,Motor Vehicle Theft,45.46230448,-122.560779,7673420.0,661386.0
33945,Powellhurst-Gilbert,Vandalism,45.50332335,-122.5772651,7669576.0,676445.0
33946,Powellhurst-Gilbert,Motor Vehicle Theft,45.50332335,-122.5772651,7669576.0,676445.0
33947,Powellhurst-Gilbert,Burglary,45.50341116,-122.5772645,7669577.0,676477.0
33948,Montavilla,Motor Vehicle Theft,45.50475908,-122.5770679,7669640.0,676967.0
33949,Powellhurst-Gilbert,Shoplifting,45.50457445,-122.5772641,7669588.0,676901.0
33950,Powellhurst-Gilbert,Motor Vehicle Theft,45.50457445,-122.5772641,7669588.0,676901.0
33951,Montavilla,Identity Theft,45.50475908,-122.5770679,7669640.0,676967.0
33952,Lents,Intimidation,45.46859869,-122.5778052,7669112.0,663792.0
33953,Lents,Vandalism,45.48212217,-122.5771882,7669397.0,668717.0
33954,Lents,Weapons Law Violations,45.48212217,-122.5771882,7669397.0,668717.0
33955,Lents,Motor Vehicle Theft,45.46323978,-122.5776873,7669092.0,661838.0
33956,Montavilla,Theft of Motor Vehicle Parts or Accessories,45.50841738,-122.577311,7669612.0,678302.0
33957,Montavilla,Vandalism,45.50841738,-122.577311,7669612.0,678302.0
33958,Lents,False Pretenses/Swindle/Confidence Game,45.4901953,-122.577261,7669454.0,671660.0
33959,Lents,Vandalism,45.4901953,-122.577261,7669454.0,671660.0
33960,Lents,Vandalism,45.48357855,-122.5773662,7669365.0,669249.0
33961,Powellhurst-Gilbert,All Other Larceny,45.49921391,-122.5772397,7669544.0,674947.0
33962,Lents,Identity Theft,45.47048135,-122.5774724,7669215.0,664476.0
33963,Lents,Vandalism,45.49613538,-122.5769477,7669590.0,673823.0
33964,Lents,Vandalism,45.46681152,-122.5777126,7669119.0,663140.0
33965,Lents,Credit Card/ATM Fraud,45.46689933,-122.5777119,7669120.0,663172.0
33966,Montavilla,Aggravated Assault,45.50759033,-122.5775305,7669548.0,678002.0
33967,Montavilla,Motor Vehicle Theft,45.51267149,-122.577529,7669596.0,679854.0
33968,Ardenwald,Arson,45.46286946,-122.6384852,7653495.0,662110.0
33969,Ardenwald,Vandalism,45.46286946,-122.6384852,7653495.0,662110.0
33970,Ardenwald,Motor Vehicle Theft,45.46286946,-122.6384852,7653495.0,662110.0
33971,Ardenwald,Motor Vehicle Theft,45.46286946,-122.6384852,7653495.0,662110.0
33972,Ardenwald,Simple Assault,45.46286946,-122.6384852,7653495.0,662110.0
33973,Ardenwald,Simple Assault,45.46286946,-122.6384852,7653495.0,662110.0
33974,Ardenwald,Vandalism,45.46286946,-122.6384852,7653495.0,662110.0
33975,Ardenwald,Simple Assault,45.46286946,-122.6384852,7653495.0,662110.0
33976,Sellwood-Moreland,Theft From Motor Vehicle,45.46252712,-122.6388934,7653387.0,661988.0
33977,Ardenwald,Motor Vehicle Theft,45.46286946,-122.6384852,7653495.0,662110.0
33978,Ardenwald,Theft From Motor Vehicle,45.46286946,-122.6384852,7653495.0,662110.0
33979,Ardenwald,Theft of Motor Vehicle Parts or Accessories,45.46286946,-122.6384852,7653495.0,662110.0
33980,Ardenwald,Theft of Motor Vehicle Parts or Accessories,45.46286946,-122.6384852,7653495.0,662110.0
33981,Ardenwald,Vandalism,45.46286946,-122.6384852,7653495.0,662110.0
33982,Powellhurst-Gilbert,Robbery,45.49744828,-122.5768669,7669623.0,674301.0
33983,Lents,Burglary,45.49736047,-122.5768676,7669622.0,674269.0
33984,Lents,Theft of Motor Vehicle Parts or Accessories,45.49736047,-122.5768676,7669622.0,674269.0
33985,Lents,Burglary,45.48574908,-122.5773481,7669390.0,670040.0
33986,Lents,Theft From Motor Vehicle,45.49682709,-122.5769301,7669601.0,674075.0
33987,Montavilla,Vandalism,45.51916641,-122.577634,7669630.0,682222.0
33988,Montavilla,Vandalism,45.51907853,-122.5776386,7669628.0,682190.0
33989,Montavilla,Vandalism,45.51907853,-122.5776386,7669628.0,682190.0
33990,Montavilla,All Other Larceny,45.50925851,-122.576616,7669798.0,678604.0
33991,Montavilla,Arson,45.50925851,-122.576616,7669798.0,678604.0
33992,Montavilla,Burglary,45.51475883,-122.5775586,7669608.0,680615.0
33993,Montavilla,Arson,45.5154151,-122.577528,7669622.0,680854.0
33994,South Burlingame,Theft From Motor Vehicle,45.46448747,-122.6844228,7641729.0,663015.0
33995,South Burlingame,Theft of Motor Vehicle Parts or Accessories,45.46455419,-122.689849,7640338.0,663077.0
33996,Multnomah,Theft From Motor Vehicle,45.46455058,-122.6992224,7637934.0,663141.0
33997,Multnomah,Vandalism,45.46474382,-122.7003061,7637658.0,663219.0
33998,Multnomah,Vandalism,45.46474382,-122.7003061,7637658.0,663219.0
33999,Multnomah,Vandalism,45.46474382,-122.7003061,7637658.0,663219.0
34000,Multnomah,Vandalism,45.46474382,-122.7003061,7637658.0,663219.0
34001,Multnomah,Simple Assault,45.46482246,-122.7020716,7637206.0,663260.0
34002,Multnomah,Theft of Motor Vehicle Parts or Accessories,45.46482246,-122.7020716,7637206.0,663260.0
34003,Ashcreek,Vandalism,45.46446116,-122.7240839,7631557.0,663283.0
34004,,Theft of Motor Vehicle Parts or Accessories,45.48425167,-122.7634078,7621674.0,670776.0
34005,Multnomah,Motor Vehicle Theft,45.46445314,-122.6997256,7637804.0,663109.0
34006,Multnomah,Burglary,45.46445314,-122.6997256,7637804.0,663109.0
34007,Multnomah,Theft From Motor Vehicle,45.46445314,-122.6997256,7637804.0,663109.0
34008,Multnomah,Burglary,45.46445314,-122.6997256,7637804.0,663109.0
34009,Piedmont,All Other Larceny,45.58435371,-122.6744025,7645475.0,706634.0
34010,Kenton,Theft of Motor Vehicle Parts or Accessories,45.58426802,-122.7004066,7638819.0,706783.0
34011,St Johns,Theft From Motor Vehicle,45.60192222,-122.7466077,7627174.0,713543.0
34012,Kenton,Motor Vehicle Theft,45.58417611,-122.688974,7641744.0,706670.0
34013,Kenton,Motor Vehicle Theft,45.58417611,-122.688974,7641744.0,706670.0
34014,Kenton,Motor Vehicle Theft,45.58417611,-122.688974,7641744.0,706670.0
34015,Kenton,Motor Vehicle Theft,45.58417611,-122.688974,7641744.0,706670.0
34016,Kenton,Robbery,45.58417648,-122.689099,7641712.0,706671.0
34017,Kenton,Motor Vehicle Theft,45.58417611,-122.688974,7641744.0,706670.0
34018,Kenton,Motor Vehicle Theft,45.58417611,-122.688974,7641744.0,706670.0
34019,Kenton,Credit Card/ATM Fraud,45.58417648,-122.689099,7641712.0,706671.0
34020,Kenton,Theft From Motor Vehicle,45.58417648,-122.689099,7641712.0,706671.0
34021,Kenton,All Other Larceny,45.58417611,-122.688974,7641744.0,706670.0
34022,Kenton,Simple Assault,45.58424568,-122.7078727,7636908.0,706827.0
34023,St Johns,Burglary,45.60288966,-122.7476467,7626918.0,713903.0
34024,St Johns,Motor Vehicle Theft,45.60288966,-122.7476467,7626918.0,713903.0
34025,St Johns,Burglary,45.60288966,-122.7476467,7626918.0,713903.0
34026,St Johns,Theft From Motor Vehicle,45.60288966,-122.7476467,7626918.0,713903.0
34027,Cathedral Park,All Other Larceny,45.58526102,-122.7563612,7624509.0,707540.0
34028,Cathedral Park,Motor Vehicle Theft,45.58526102,-122.7563612,7624509.0,707540.0
34029,Kenton,Motor Vehicle Theft,45.58412501,-122.6920901,7640946.0,706673.0
34030,Kenton,Theft of Motor Vehicle Parts or Accessories,45.5839531,-122.6868515,7642285.0,706574.0
34031,Cathedral Park,All Other Larceny,45.58654356,-122.7554588,7624753.0,708001.0
34032,Cathedral Park,Vandalism,45.58654356,-122.7554588,7624753.0,708001.0
34033,Kenton,Burglary,45.58417826,-122.684676,7642844.0,706641.0
34034,Kenton,Vandalism,45.58417826,-122.684676,7642844.0,706641.0
34035,Kenton,Motor Vehicle Theft,45.58426932,-122.7024893,7638286.0,706798.0
34036,St Johns,Theft of Motor Vehicle Parts or Accessories,45.59866788,-122.7480304,7626777.0,712367.0
34037,St Johns,All Other Larceny,45.60064522,-122.7482143,7626750.0,713089.0
34038,Kenton,All Other Larceny,45.58395029,-122.6864216,7642395.0,706570.0
34039,Kenton,Burglary,45.58439464,-122.682672,7643359.0,706706.0
34040,Cathedral Park,Vandalism,45.58905316,-122.7538235,7625197.0,708904.0
34041,Piedmont,Burglary,45.5844575,-122.6723942,7645990.0,706658.0
34042,Piedmont,Burglary,45.5844575,-122.6723942,7645990.0,706658.0
34043,Piedmont,Theft of Motor Vehicle Parts or Accessories,45.5844575,-122.6723942,7645990.0,706658.0
34044,St Johns,Motor Vehicle Theft,45.59107914,-122.752505,7625555.0,709633.0
34045,St Johns,Burglary,45.58978406,-122.7533485,7625326.0,709167.0
34046,St Johns,Vandalism,45.58978406,-122.7533485,7625326.0,709167.0
34047,St Johns,False Pretenses/Swindle/Confidence Game,45.58970348,-122.7534,7625312.0,709138.0
34048,St Johns,Burglary,45.58970348,-122.7534,7625312.0,709138.0
34049,St Johns,Vandalism,45.59808771,-122.7485155,7626647.0,712159.0
34050,Kenton,All Other Larceny,45.58422053,-122.6971499,7639652.0,706743.0
34051,Kenton,All Other Larceny,45.58439882,-122.7034633,7638038.0,706852.0
34052,St Johns,Motor Vehicle Theft,45.59926379,-122.7480032,7626790.0,712584.0
34053,Piedmont,Theft From Motor Vehicle,45.58399622,-122.6676135,7647209.0,706457.0
34054,Sunderland,Aggravated Assault,45.58392279,-122.6327928,7656120.0,706193.0
